연번,위치주소(지번 비공개),조사년도,빈집유형,주택유형,철거 또는 활용동의,관리부서,데이터기준일자,위도,경도,좌표정확도,읍면,주거적합점수,관광숙박적합점수,추천용도
274,전라남도 담양군 월산면 용암리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3820587712721,126.93467443891,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
275,전라남도 담양군 월산면 용암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3820587712721,126.93467443891,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
276,전라남도 담양군 월산면 용암리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3820587712721,126.93467443891,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
277,전라남도 담양군 월산면 용암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3820587712721,126.93467443891,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
278,전라남도 담양군 월산면 신계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3746079326532,126.913797911142,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
279,전라남도 담양군 월산면 신계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3746079326532,126.913797911142,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
280,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
281,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
282,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
283,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
284,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
285,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
286,전라남도 담양군 월산면 광암리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
287,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
288,전라남도 담양군 월산면 광암리 산,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3402210254092,126.954737011095,근사(읍면 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
289,전라남도 담양군 월산면 오성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3617593364059,126.966058048333,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
290,전라남도 담양군 월산면 월계리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
291,전라남도 담양군 월산면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
292,전라남도 담양군 월산면 월계리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
293,전라남도 담양군 월산면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
294,전라남도 담양군 월산면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
295,전라남도 담양군 월산면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
296,전라남도 담양군 월산면 월계리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
297,전라남도 담양군 월산면 화방리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3360731506886,126.960019075947,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
298,전라남도 담양군 월산면 화방리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3360731506886,126.960019075947,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
299,전라남도 담양군 수북면 나산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2915887568649,126.932108774483,정확(리 단위),수북면,20.0,14.8,주거
300,전라남도 담양군 수북면 개동리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2800814024111,126.940806382051,정확(리 단위),수북면,20.0,14.8,주거
301,전라남도 담양군 수북면 정중리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위),수북면,20.0,14.8,주거
302,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위),수북면,20.0,14.8,주거
303,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위),수북면,20.0,14.8,주거
304,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위),수북면,20.0,14.8,주거
305,전라남도 담양군 수북면 정중리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위),수북면,20.0,14.8,주거
306,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위),수북면,20.0,14.8,주거
307,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위),수북면,20.0,14.8,주거
308,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위),수북면,20.0,14.8,주거
309,전라남도 담양군 수북면 황금리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위),수북면,20.0,14.8,주거
310,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위),수북면,20.0,14.8,주거
311,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위),수북면,20.0,14.8,주거
312,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위),수북면,20.0,14.8,주거
313,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위),수북면,20.0,14.8,주거
314,전라남도 담양군 수북면 황금리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위),수북면,20.0,14.8,주거
315,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위),수북면,20.0,14.8,주거
316,전라남도 담양군 수북면 고성리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2860767157711,126.926876446702,정확(리 단위),수북면,20.0,14.8,주거
317,전라남도 담양군 수북면 고성리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2860767157711,126.926876446702,정확(리 단위),수북면,20.0,14.8,주거
318,전라남도 담양군 수북면 고성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2860767157711,126.926876446702,정확(리 단위),수북면,20.0,14.8,주거
319,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2996474252511,126.915992830297,정확(리 단위),수북면,20.0,14.8,주거
320,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2996474252511,126.915992830297,정확(리 단위),수북면,20.0,14.8,주거
321,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2996474252511,126.915992830297,정확(리 단위),수북면,20.0,14.8,주거
322,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2996474252511,126.915992830297,정확(리 단위),수북면,20.0,14.8,주거
323,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2996474252511,126.915992830297,정확(리 단위),수북면,20.0,14.8,주거
324,전라남도 담양군 수북면 대방리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3152349211902,126.899178221185,정확(리 단위),수북면,20.0,14.8,주거
325,전라남도 담양군 수북면 대방리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3152349211902,126.899178221185,정확(리 단위),수북면,20.0,14.8,주거
326,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위),수북면,20.0,14.8,주거
327,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위),수북면,20.0,14.8,주거
328,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위),수북면,20.0,14.8,주거
329,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위),수북면,20.0,14.8,주거
330,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위),수북면,20.0,14.8,주거
331,전라남도 담양군 수북면 두정리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위),수북면,20.0,14.8,주거
332,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
333,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
334,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
335,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
336,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
337,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
338,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
339,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
340,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
341,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
342,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
343,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위),수북면,20.0,14.8,주거
344,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,20.0,14.8,주거
345,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,20.0,14.8,주거
346,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,20.0,14.8,주거
347,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,20.0,14.8,주거
348,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,20.0,14.8,주거
349,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,20.0,14.8,주거
350,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,20.0,14.8,주거
351,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,20.0,14.8,주거
352,전라남도 담양군 수북면 남산리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,20.0,14.8,주거
353,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,20.0,14.8,주거
354,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,20.0,14.8,주거
355,전라남도 담양군 수북면 대흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,20.0,14.8,주거
356,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,20.0,14.8,주거
357,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,20.0,14.8,주거
358,전라남도 담양군 수북면 대흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,20.0,14.8,주거
359,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,20.0,14.8,주거
360,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,20.0,14.8,주거
361,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,20.0,14.8,주거
362,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,20.0,14.8,주거
363,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3013578932935,126.929694957424,정확(리 단위),수북면,20.0,14.8,주거
364,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3013578932935,126.929694957424,정확(리 단위),수북면,20.0,14.8,주거
365,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3013578932935,126.929694957424,정확(리 단위),수북면,20.0,14.8,주거
366,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
367,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
368,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
369,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
370,전라남도 담양군 대전면 중옥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2642073318445,126.882176574912,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
371,전라남도 담양군 대전면 응용리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
372,전라남도 담양군 대전면 응용리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
373,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
374,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
375,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
376,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
377,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
378,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
379,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
380,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
381,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
382,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
383,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2591840894598,126.89693118896,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
384,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2591840894598,126.89693118896,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
385,전라남도 담양군 대전면 태목리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2591840894598,126.89693118896,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
386,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2591840894598,126.89693118896,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
387,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2591840894598,126.89693118896,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
388,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2735990735875,126.902118282046,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
389,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2735990735875,126.902118282046,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
390,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2735990735875,126.902118282046,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
391,전라남도 담양군 대전면 월본리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2735990735875,126.902118282046,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
392,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2735990735875,126.902118282046,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
393,전라남도 담양군 대전면 병풍리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2891518874087,126.896902013889,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
394,전라남도 담양군 대전면 병풍리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2891518874087,126.896902013889,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
395,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
396,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
397,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
398,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
399,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
400,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
401,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
402,전라남도 담양군 대전면 성산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2821374405884,126.917804842678,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
403,전라남도 담양군 대전면 성산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2821374405884,126.917804842678,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
404,전라남도 담양군 대전면 갑향리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2756118095541,126.91277302412,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
405,전라남도 담양군 대전면 갑향리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2756118095541,126.91277302412,정확(리 단위),대전면,12.0,25.7,관광·숙박(게스트하우스/카페)
