연번,위치주소(지번 비공개),조사년도,빈집유형,주택유형,철거 또는 활용동의,관리부서,데이터기준일자,위도,경도,좌표정확도,읍면,주거적합점수,관광숙박적합점수,추천용도
135,전라남도 담양군 창평면 유곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.250217573419,126.988344061911,정확(리 단위),창평면,16.0,27.4,관광·숙박(게스트하우스/카페)
136,전라남도 담양군 창평면 유곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.250217573419,126.988344061911,정확(리 단위),창평면,16.0,27.4,관광·숙박(게스트하우스/카페)
137,전라남도 담양군 창평면 해곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2486400715294,126.975352475831,정확(리 단위),창평면,16.0,27.4,관광·숙박(게스트하우스/카페)
138,전라남도 담양군 창평면 광덕리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2712085761289,126.995823530569,정확(리 단위),창평면,16.0,27.4,관광·숙박(게스트하우스/카페)
139,전라남도 담양군 창평면 광덕리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2712085761289,126.995823530569,정확(리 단위),창평면,16.0,27.4,관광·숙박(게스트하우스/카페)
140,전라남도 담양군 창평면 외동리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.1986861568321,127.029525527198,정확(리 단위),창평면,16.0,27.4,관광·숙박(게스트하우스/카페)
141,전라남도 담양군 창평면 외동리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.1986861568321,127.029525527198,정확(리 단위),창평면,16.0,27.4,관광·숙박(게스트하우스/카페)
142,전라남도 담양군 대덕면 매산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2508952980381,127.032089257512,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
143,전라남도 담양군 대덕면 매산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2508952980381,127.032089257512,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
144,전라남도 담양군 대덕면 매산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2508952980381,127.032089257512,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
145,전라남도 담양군 대덕면 매산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2508952980381,127.032089257512,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
146,전라남도 담양군 대덕면 장산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2605127272089,127.023987366863,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
147,전라남도 담양군 대덕면 장산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2605127272089,127.023987366863,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
148,전라남도 담양군 대덕면 장산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2605127272089,127.023987366863,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
149,전라남도 담양군 대덕면 장산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2605127272089,127.023987366863,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
150,전라남도 담양군 대덕면 장산리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2605127272089,127.023987366863,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
151,전라남도 담양군 대덕면 비차리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.257053878513,127.003868056846,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
152,전라남도 담양군 대덕면 비차리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.257053878513,127.003868056846,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
153,전라남도 담양군 대덕면 비차리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.257053878513,127.003868056846,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
154,전라남도 담양군 대덕면 비차리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.257053878513,127.003868056846,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
155,전라남도 담양군 대덕면 금산리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2651638487185,127.037457949405,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
156,전라남도 담양군 대덕면 금산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2651638487185,127.037457949405,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
157,전라남도 담양군 대덕면 금산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2651638487185,127.037457949405,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
158,전라남도 담양군 대덕면 금산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2651638487185,127.037457949405,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
159,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
160,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
161,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
162,전라남도 담양군 대덕면 성곡리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
163,전라남도 담양군 대덕면 성곡리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
164,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
165,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
166,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
167,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
168,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
169,전라남도 담양군 대덕면 문학리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2461690628922,127.066464546151,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
170,전라남도 담양군 대덕면 문학리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2461690628922,127.066464546151,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
171,전라남도 담양군 대덕면 운암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2311124505945,127.052848072492,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
172,전라남도 담양군 대덕면 운암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2311124505945,127.052848072492,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
173,전라남도 담양군 대덕면 운암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2311124505945,127.052848072492,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
174,전라남도 담양군 대덕면 용대리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2273650392453,127.075839007555,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
175,전라남도 담양군 대덕면 용대리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2273650392453,127.075839007555,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
176,전라남도 담양군 대덕면 갈전리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.19910972361,127.095833264595,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
177,전라남도 담양군 대덕면 갈전리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.19910972361,127.095833264595,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
178,전라남도 담양군 대덕면 운산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.1963260240511,127.075950700053,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
179,전라남도 담양군 대덕면 운산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.1963260240511,127.075950700053,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
180,전라남도 담양군 대덕면 운산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.1963260240511,127.075950700053,정확(리 단위),대덕면,8.0,25.9,관광·숙박(게스트하우스/카페)
181,전라남도 담양군 무정면 봉안리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2951687081627,127.034081235602,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
182,전라남도 담양군 무정면 봉안리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2951687081627,127.034081235602,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
183,전라남도 담양군 무정면 봉안리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2951687081627,127.034081235602,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
184,전라남도 담양군 무정면 봉안리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2951687081627,127.034081235602,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
185,전라남도 담양군 무정면 봉안리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2951687081627,127.034081235602,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
186,전라남도 담양군 무정면 오룡리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.3021746546978,127.010502323443,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
187,전라남도 담양군 무정면 오룡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3021746546978,127.010502323443,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
188,전라남도 담양군 무정면 오룡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3021746546978,127.010502323443,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
189,전라남도 담양군 무정면 오룡리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3021746546978,127.010502323443,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
190,전라남도 담양군 무정면 오룡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3021746546978,127.010502323443,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
191,전라남도 담양군 무정면 오룡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3021746546978,127.010502323443,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
192,전라남도 담양군 무정면 오봉리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2817460225335,126.983542579043,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
193,전라남도 담양군 무정면 오봉리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2817460225335,126.983542579043,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
194,전라남도 담양군 무정면 오봉리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2817460225335,126.983542579043,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
195,전라남도 담양군 무정면 오봉리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2817460225335,126.983542579043,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
196,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
197,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
198,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
199,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
200,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
201,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
202,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
203,전라남도 담양군 무정면 성도리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2870757423612,127.005566780762,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
204,전라남도 담양군 무정면 성도리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2870757423612,127.005566780762,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
205,전라남도 담양군 무정면 성도리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2870757423612,127.005566780762,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
206,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
207,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
208,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
209,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
210,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
211,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
212,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
213,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
214,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
215,전라남도 담양군 무정면 덕곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2989409012135,127.0594844084,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
216,전라남도 담양군 무정면 서흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2962854290674,127.086567518196,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
217,전라남도 담양군 무정면 서흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2962854290674,127.086567518196,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
218,전라남도 담양군 무정면 정석리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2895782133054,127.071970218459,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
219,전라남도 담양군 무정면 정석리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2895782133054,127.071970218459,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
220,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
221,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
222,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
223,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위),무정면,6.0,23.2,관광·숙박(게스트하우스/카페)
224,전라남도 담양군 금성면 원천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3515533827878,127.010433900904,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
225,전라남도 담양군 금성면 석현리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3431297410851,127.022256091102,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
226,전라남도 담양군 금성면 석현리 산,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3434319472127,127.025503516025,근사(읍면 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
227,전라남도 담양군 금성면 대성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.364546623897,127.013762984005,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
228,전라남도 담양군 금성면 대성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.364546623897,127.013762984005,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
229,전라남도 담양군 금성면 원율리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3584550668571,127.026740520995,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
230,전라남도 담양군 금성면 원율리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3584550668571,127.026740520995,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
231,전라남도 담양군 금성면 원율리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3584550668571,127.026740520995,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
232,전라남도 담양군 금성면 금성리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3692213653489,127.047528386428,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
233,전라남도 담양군 금성면 덕성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3529101667588,127.057526033856,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
234,전라남도 담양군 금성면 덕성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3529101667588,127.057526033856,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
235,전라남도 담양군 금성면 덕성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3529101667588,127.057526033856,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
236,전라남도 담양군 금성면 봉서리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3405647100847,127.041998353323,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
237,전라남도 담양군 금성면 봉서리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3405647100847,127.041998353323,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
238,전라남도 담양군 금성면 외추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3127935916654,127.026399992581,정확(리 단위),금성면,9.0,38.6,관광·숙박(게스트하우스/카페)
239,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
240,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
241,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
242,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
243,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
244,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
245,전라남도 담양군 용면 통천리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
246,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
247,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
248,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
249,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
250,전라남도 담양군 용면 추성리 산,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3649505556585,126.987491335017,근사(읍면 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
251,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
252,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
253,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
254,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
255,전라남도 담양군 용면 도림리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3869890335619,127.018569984549,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
256,전라남도 담양군 용면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4021505718533,126.993610694232,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
257,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
258,전라남도 담양군 용면 용연리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
259,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
260,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
261,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
262,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위),용면,7.0,26.4,관광·숙박(게스트하우스/카페)
263,전라남도 담양군 월산면 월산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.353511466078,126.958082959898,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
264,전라남도 담양군 월산면 월산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.353511466078,126.958082959898,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
265,전라남도 담양군 월산면 월산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.353511466078,126.958082959898,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
266,전라남도 담양군 월산면 월산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.353511466078,126.958082959898,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
267,전라남도 담양군 월산면 월평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3539381793396,126.943525019203,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
268,전라남도 담양군 월산면 중월리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3408022781628,126.926901975515,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
269,전라남도 담양군 월산면 중월리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3408022781628,126.926901975515,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
270,전라남도 담양군 월산면 중월리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3408022781628,126.926901975515,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
271,전라남도 담양군 월산면 중월리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3408022781628,126.926901975515,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
272,전라남도 담양군 월산면 용흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3465243629956,126.893506901233,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
273,전라남도 담양군 월산면 용암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3820587712721,126.93467443891,정확(리 단위),월산면,6.0,32.5,관광·숙박(게스트하우스/카페)
