연번,위치주소(지번 비공개),조사년도,빈집유형,주택유형,철거 또는 활용동의,관리부서,데이터기준일자,위도,경도,좌표정확도
191,전라남도 담양군 무정면 오룡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3021746546978,127.010502323443,정확(리 단위)
192,전라남도 담양군 무정면 오봉리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2817460225335,126.983542579043,정확(리 단위)
193,전라남도 담양군 무정면 오봉리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2817460225335,126.983542579043,정확(리 단위)
194,전라남도 담양군 무정면 오봉리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2817460225335,126.983542579043,정확(리 단위)
195,전라남도 담양군 무정면 오봉리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2817460225335,126.983542579043,정확(리 단위)
196,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위)
197,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위)
198,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위)
199,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위)
200,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위)
201,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위)
202,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위)
203,전라남도 담양군 무정면 성도리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2870757423612,127.005566780762,정확(리 단위)
204,전라남도 담양군 무정면 성도리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2870757423612,127.005566780762,정확(리 단위)
205,전라남도 담양군 무정면 성도리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2870757423612,127.005566780762,정확(리 단위)
206,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위)
207,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위)
208,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위)
209,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위)
210,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위)
211,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위)
212,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위)
213,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위)
214,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위)
215,전라남도 담양군 무정면 덕곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2989409012135,127.0594844084,정확(리 단위)
216,전라남도 담양군 무정면 서흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2962854290674,127.086567518196,정확(리 단위)
217,전라남도 담양군 무정면 서흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2962854290674,127.086567518196,정확(리 단위)
218,전라남도 담양군 무정면 정석리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2895782133054,127.071970218459,정확(리 단위)
219,전라남도 담양군 무정면 정석리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2895782133054,127.071970218459,정확(리 단위)
220,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위)
221,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위)
222,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위)
223,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위)
224,전라남도 담양군 금성면 원천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3515533827878,127.010433900904,정확(리 단위)
225,전라남도 담양군 금성면 석현리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3431297410851,127.022256091102,정확(리 단위)
226,전라남도 담양군 금성면 석현리 산,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3434319472127,127.025503516025,근사(읍면 단위)
227,전라남도 담양군 금성면 대성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.364546623897,127.013762984005,정확(리 단위)
228,전라남도 담양군 금성면 대성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.364546623897,127.013762984005,정확(리 단위)
229,전라남도 담양군 금성면 원율리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3584550668571,127.026740520995,정확(리 단위)
230,전라남도 담양군 금성면 원율리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3584550668571,127.026740520995,정확(리 단위)
231,전라남도 담양군 금성면 원율리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3584550668571,127.026740520995,정확(리 단위)
232,전라남도 담양군 금성면 금성리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3692213653489,127.047528386428,정확(리 단위)
233,전라남도 담양군 금성면 덕성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3529101667588,127.057526033856,정확(리 단위)
234,전라남도 담양군 금성면 덕성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3529101667588,127.057526033856,정확(리 단위)
235,전라남도 담양군 금성면 덕성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3529101667588,127.057526033856,정확(리 단위)
236,전라남도 담양군 금성면 봉서리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3405647100847,127.041998353323,정확(리 단위)
237,전라남도 담양군 금성면 봉서리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3405647100847,127.041998353323,정확(리 단위)
238,전라남도 담양군 금성면 외추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3127935916654,127.026399992581,정확(리 단위)
239,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위)
240,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위)
241,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위)
242,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위)
243,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위)
244,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위)
245,전라남도 담양군 용면 통천리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위)
246,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위)
247,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위)
248,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위)
249,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위)
250,전라남도 담양군 용면 추성리 산,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3649505556585,126.987491335017,근사(읍면 단위)
251,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위)
252,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위)
253,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위)
254,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위)
255,전라남도 담양군 용면 도림리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3869890335619,127.018569984549,정확(리 단위)
256,전라남도 담양군 용면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4021505718533,126.993610694232,정확(리 단위)
257,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위)
258,전라남도 담양군 용면 용연리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위)
259,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위)
260,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위)
261,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위)
262,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위)
263,전라남도 담양군 월산면 월산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.353511466078,126.958082959898,정확(리 단위)
264,전라남도 담양군 월산면 월산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.353511466078,126.958082959898,정확(리 단위)
265,전라남도 담양군 월산면 월산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.353511466078,126.958082959898,정확(리 단위)
266,전라남도 담양군 월산면 월산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.353511466078,126.958082959898,정확(리 단위)
267,전라남도 담양군 월산면 월평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3539381793396,126.943525019203,정확(리 단위)
268,전라남도 담양군 월산면 중월리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3408022781628,126.926901975515,정확(리 단위)
269,전라남도 담양군 월산면 중월리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3408022781628,126.926901975515,정확(리 단위)
270,전라남도 담양군 월산면 중월리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3408022781628,126.926901975515,정확(리 단위)
271,전라남도 담양군 월산면 중월리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3408022781628,126.926901975515,정확(리 단위)
272,전라남도 담양군 월산면 용흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3465243629956,126.893506901233,정확(리 단위)
273,전라남도 담양군 월산면 용암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3820587712721,126.93467443891,정확(리 단위)
274,전라남도 담양군 월산면 용암리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3820587712721,126.93467443891,정확(리 단위)
275,전라남도 담양군 월산면 용암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3820587712721,126.93467443891,정확(리 단위)
276,전라남도 담양군 월산면 용암리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3820587712721,126.93467443891,정확(리 단위)
277,전라남도 담양군 월산면 용암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3820587712721,126.93467443891,정확(리 단위)
278,전라남도 담양군 월산면 신계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3746079326532,126.913797911142,정확(리 단위)
279,전라남도 담양군 월산면 신계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3746079326532,126.913797911142,정확(리 단위)
280,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위)
281,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위)
282,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위)
283,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위)
284,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위)
285,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위)
286,전라남도 담양군 월산면 광암리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위)
287,전라남도 담양군 월산면 광암리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3816782914594,126.953974286721,정확(리 단위)
288,전라남도 담양군 월산면 광암리 산,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3402210254092,126.954737011095,근사(읍면 단위)
289,전라남도 담양군 월산면 오성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3617593364059,126.966058048333,정확(리 단위)
290,전라남도 담양군 월산면 월계리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위)
291,전라남도 담양군 월산면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위)
292,전라남도 담양군 월산면 월계리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위)
293,전라남도 담양군 월산면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위)
294,전라남도 담양군 월산면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위)
295,전라남도 담양군 월산면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위)
296,전라남도 담양군 월산면 월계리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3485073161741,126.97040685434,정확(리 단위)
297,전라남도 담양군 월산면 화방리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3360731506886,126.960019075947,정확(리 단위)
298,전라남도 담양군 월산면 화방리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3360731506886,126.960019075947,정확(리 단위)
299,전라남도 담양군 수북면 나산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2915887568649,126.932108774483,정확(리 단위)
300,전라남도 담양군 수북면 개동리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2800814024111,126.940806382051,정확(리 단위)
301,전라남도 담양군 수북면 정중리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위)
302,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위)
303,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위)
304,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위)
305,전라남도 담양군 수북면 정중리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위)
306,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2729027352284,126.933157517361,정확(리 단위)
307,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위)
308,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위)
309,전라남도 담양군 수북면 황금리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위)
310,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위)
311,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위)
312,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위)
313,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위)
314,전라남도 담양군 수북면 황금리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위)
315,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2677762499365,126.921723083815,정확(리 단위)
316,전라남도 담양군 수북면 고성리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2860767157711,126.926876446702,정확(리 단위)
317,전라남도 담양군 수북면 고성리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2860767157711,126.926876446702,정확(리 단위)
318,전라남도 담양군 수북면 고성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2860767157711,126.926876446702,정확(리 단위)
319,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2996474252511,126.915992830297,정확(리 단위)
320,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2996474252511,126.915992830297,정확(리 단위)
321,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2996474252511,126.915992830297,정확(리 단위)
322,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2996474252511,126.915992830297,정확(리 단위)
323,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2996474252511,126.915992830297,정확(리 단위)
324,전라남도 담양군 수북면 대방리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3152349211902,126.899178221185,정확(리 단위)
325,전라남도 담양군 수북면 대방리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3152349211902,126.899178221185,정확(리 단위)
326,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위)
327,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위)
328,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위)
329,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위)
330,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위)
331,전라남도 담양군 수북면 두정리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3246409103465,126.929164502773,정확(리 단위)
332,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
333,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
334,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
335,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
336,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
337,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
338,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
339,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
340,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
341,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
342,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
343,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.310000800219,126.945358909997,정확(리 단위)
344,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위)
345,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위)
346,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위)
347,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위)
348,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위)
349,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위)
350,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위)
351,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위)
352,전라남도 담양군 수북면 남산리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위)
353,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위)
354,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위)
355,전라남도 담양군 수북면 대흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위)
356,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위)
357,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위)
358,전라남도 담양군 수북면 대흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위)
359,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위)
360,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위)
361,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위)
362,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위)
363,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3013578932935,126.929694957424,정확(리 단위)
364,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3013578932935,126.929694957424,정확(리 단위)
365,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3013578932935,126.929694957424,정확(리 단위)
366,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위)
367,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위)
368,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위)
369,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위)
370,전라남도 담양군 대전면 중옥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2642073318445,126.882176574912,정확(리 단위)
371,전라남도 담양군 대전면 응용리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
372,전라남도 담양군 대전면 응용리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
373,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
374,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
375,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
376,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
377,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
378,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
379,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
380,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
381,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
382,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위)
383,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2591840894598,126.89693118896,정확(리 단위)
384,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2591840894598,126.89693118896,정확(리 단위)
385,전라남도 담양군 대전면 태목리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2591840894598,126.89693118896,정확(리 단위)
386,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2591840894598,126.89693118896,정확(리 단위)
387,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2591840894598,126.89693118896,정확(리 단위)
388,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2735990735875,126.902118282046,정확(리 단위)
389,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2735990735875,126.902118282046,정확(리 단위)
