연번,위치주소(지번 비공개),조사년도,빈집유형,주택유형,철거 또는 활용동의,관리부서,데이터기준일자,위도,경도,좌표정확도,읍면,인구수,유동인구수준(추정),유동인구순위(추정),관광명소수,카페밀도,학교수,마트수,편의점수,학교목록,관광명소목록,학교좌표,관광명소좌표,주거점수,카페소품샵점수,게스트하우스펜션점수,식당베이커리점수,1위용도,1위용도근거
146,전라남도 담양군 대덕면 장산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2605127272089,127.023987366863,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
147,전라남도 담양군 대덕면 장산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2605127272089,127.023987366863,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
148,전라남도 담양군 대덕면 장산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2605127272089,127.023987366863,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
149,전라남도 담양군 대덕면 장산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2605127272089,127.023987366863,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
150,전라남도 담양군 대덕면 장산리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2605127272089,127.023987366863,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
151,전라남도 담양군 대덕면 비차리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.257053878513,127.003868056846,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
152,전라남도 담양군 대덕면 비차리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.257053878513,127.003868056846,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
153,전라남도 담양군 대덕면 비차리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.257053878513,127.003868056846,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
154,전라남도 담양군 대덕면 비차리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.257053878513,127.003868056846,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
155,전라남도 담양군 대덕면 금산리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2651638487185,127.037457949405,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
156,전라남도 담양군 대덕면 금산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2651638487185,127.037457949405,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
157,전라남도 담양군 대덕면 금산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2651638487185,127.037457949405,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
158,전라남도 담양군 대덕면 금산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2651638487185,127.037457949405,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
159,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
160,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
161,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
162,전라남도 담양군 대덕면 성곡리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
163,전라남도 담양군 대덕면 성곡리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
164,전라남도 담양군 대덕면 성곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2634746788823,127.059972794149,정확(리 단위),대덕면,1870,중,7/12위,44,0.39,2,1,0,"만덕초등학교, 창평초등학교","운암저수지, 월동제, 만덕산, 용운제, 월봉산",만덕초등학교|35.2493439710139|127.035701420655;;창평초등학교|35.2407453290116|127.018751924552,운암저수지|35.24466329996896|127.04129950662733;;월동제|35.23314255177396|127.03768051234397;;만덕산|35.23406379572136|127.0598830283704;;용운제|35.22455609152254|127.03537860324023;;월봉산|35.22544406390878|127.04571653339117,5.5,35.4,50.5,33.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 44, 공원 수 1 기준)"
