연번,위치주소(지번 비공개),조사년도,빈집유형,주택유형,철거 또는 활용동의,관리부서,데이터기준일자
294,전라남도 담양군 월산면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15
295,전라남도 담양군 월산면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15
296,전라남도 담양군 월산면 월계리,2022,철거형,단독주택,미동의,도시과,2023-05-15
297,전라남도 담양군 월산면 화방리,2022,철거형,단독주택,미동의,도시과,2023-05-15
298,전라남도 담양군 월산면 화방리,2022,철거형,단독주택,미동의,도시과,2023-05-15
299,전라남도 담양군 수북면 나산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
300,전라남도 담양군 수북면 개동리,2022,활용형,단독주택,미동의,도시과,2023-05-15
301,전라남도 담양군 수북면 정중리,2022,철거형,단독주택,미동의,도시과,2023-05-15
302,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15
303,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15
304,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15
305,전라남도 담양군 수북면 정중리,2022,철거형,단독주택,미동의,도시과,2023-05-15
306,전라남도 담양군 수북면 정중리,2022,활용형,단독주택,미동의,도시과,2023-05-15
307,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15
308,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15
309,전라남도 담양군 수북면 황금리,2022,철거형,단독주택,미동의,도시과,2023-05-15
310,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15
311,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15
312,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15
313,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15
314,전라남도 담양군 수북면 황금리,2022,철거형,단독주택,미동의,도시과,2023-05-15
315,전라남도 담양군 수북면 황금리,2022,활용형,단독주택,미동의,도시과,2023-05-15
316,전라남도 담양군 수북면 고성리,2022,철거형,단독주택,미동의,도시과,2023-05-15
317,전라남도 담양군 수북면 고성리,2022,철거형,단독주택,미동의,도시과,2023-05-15
318,전라남도 담양군 수북면 고성리,2022,활용형,단독주택,미동의,도시과,2023-05-15
319,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15
320,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15
321,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15
322,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15
323,전라남도 담양군 수북면 오정리,2022,활용형,단독주택,미동의,도시과,2023-05-15
324,전라남도 담양군 수북면 대방리,2022,활용형,단독주택,미동의,도시과,2023-05-15
325,전라남도 담양군 수북면 대방리,2022,활용형,단독주택,미동의,도시과,2023-05-15
326,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15
327,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15
328,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15
329,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15
330,전라남도 담양군 수북면 두정리,2022,활용형,단독주택,미동의,도시과,2023-05-15
331,전라남도 담양군 수북면 두정리,2022,철거형,단독주택,미동의,도시과,2023-05-15
332,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15
333,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15
334,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15
335,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15
336,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15
337,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15
338,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15
339,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15
340,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15
341,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15
342,전라남도 담양군 수북면 주평리,2022,활용형,단독주택,미동의,도시과,2023-05-15
343,전라남도 담양군 수북면 주평리,2022,철거형,단독주택,미동의,도시과,2023-05-15
344,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
345,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
346,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
347,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
348,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
349,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
350,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
351,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
352,전라남도 담양군 수북면 남산리,2022,철거형,단독주택,미동의,도시과,2023-05-15
353,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
354,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15
355,전라남도 담양군 수북면 대흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15
356,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15
357,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15
358,전라남도 담양군 수북면 대흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15
359,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15
360,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15
361,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15
362,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15
363,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15
364,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15
365,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15
366,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15
367,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15
368,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15
369,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15
370,전라남도 담양군 대전면 중옥리,2022,활용형,단독주택,미동의,도시과,2023-05-15
371,전라남도 담양군 대전면 응용리,2022,철거형,단독주택,미동의,도시과,2023-05-15
372,전라남도 담양군 대전면 응용리,2022,철거형,단독주택,미동의,도시과,2023-05-15
373,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15
374,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15
375,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15
376,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15
377,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15
378,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15
379,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15
380,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15
381,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15
382,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15
383,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15
384,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15
385,전라남도 담양군 대전면 태목리,2022,철거형,단독주택,미동의,도시과,2023-05-15
386,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15
387,전라남도 담양군 대전면 태목리,2022,활용형,단독주택,미동의,도시과,2023-05-15
388,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15
389,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15
390,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15
391,전라남도 담양군 대전면 월본리,2022,철거형,단독주택,미동의,도시과,2023-05-15
392,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15
393,전라남도 담양군 대전면 병풍리,2022,활용형,단독주택,미동의,도시과,2023-05-15
394,전라남도 담양군 대전면 병풍리,2022,철거형,단독주택,미동의,도시과,2023-05-15
395,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15
396,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15
397,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15
398,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15
399,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15
400,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15
401,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15
402,전라남도 담양군 대전면 성산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
403,전라남도 담양군 대전면 성산리,2022,활용형,단독주택,미동의,도시과,2023-05-15
404,전라남도 담양군 대전면 갑향리,2022,활용형,단독주택,미동의,도시과,2023-05-15
405,전라남도 담양군 대전면 갑향리,2022,철거형,단독주택,미동의,도시과,2023-05-15
